age,sex,race,region,educ,exper,earnings,weeks,hours
27,2,2,3,14,7,2000,30,15
49,1,1,1,14,29,35000,52,40
30,1,1,3,12,12,16000,52,30
45,2,1,3,14,25,28000,52,45
41,2,1,1,12,23,19000,52,35
43,2,2,1,12,25,48000,52,45
40,2,1,1,12,22,15000,36,40
37,2,1,1,9,19,20000,52,40
26,2,1,1,16,4,28500,52,40
33,1,2,3,14,13,23000,52,40
42,2,2,3,12,24,20400,52,40
43,1,1,3,12,25,23920,52,60
46,1,1,1,14,26,24000,52,55
37,2,2,3,12,19,24000,52,40
45,2,1,3,14,25,60000,52,45
53,1,1,1,12,35,30000,52,40
43,2,1,3,12,25,20100,52,45
25,2,1,1,14,5,18480,33,40
37,1,1,1,14,17,62000,52,40
39,1,1,3,14,19,60000,52,40
47,2,5,2,12,29,13000,52,33
27,1,1,4,10,9,24000,52,40
45,1,1,4,9,27,35000,52,40
47,1,1,4,14,27,35000,52,40
32,1,1,3,14,12,36000,21,40
46,2,1,2,12,28,11000,52,35
26,2,1,4,14,6,12480,52,40
47,2,1,2,12,29,16000,52,34
39,1,2,2,12,21,35000,52,40
25,1,1,2,14,5,34500,52,64
44,1,1,2,12,26,14000,52,40
35,2,1,4,12,17,50416,48,40
41,1,1,4,12,23,27000,52,40
28,2,1,3,12,10,4600,16,40
37,1,3,4,14,17,720,52,20
47,1,1,2,14,27,26000,52,40
36,1,1,4,14,16,22537,52,40
29,1,1,4,14,9,62000,52,40
26,2,2,3,16,4,20400,52,40
54,2,1,2,12,36,80000,52,50
33,1,1,3,14,13,30000,52,40
39,2,1,3,11,21,31086,52,40
28,2,2,3,16,6,29577,52,40
43,2,1,4,12,25,20000,52,25
28,2,1,2,14,8,30000,52,40
49,2,1,3,16,27,50000,52,40
36,2,1,2,12,18,22000,52,40
26,1,1,2,14,6,30000,52,35
43,1,1,3,14,23,45000,52,60
41,1,1,4,16,19,85000,52,50
42,2,1,1,18,18,17000,32,40
50,1,1,3,16,28,27000,52,40
33,1,1,3,16,11,20000,44,40
49,2,1,3,12,31,50000,52,38
28,1,1,4,0,10,30000,52,50
42,2,1,1,16,20,100000,52,38
44,2,1,2,14,24,29325,52,50
35,2,2,3,16,13,37000,52,40
34,2,1,2,14,14,20800,52,8
32,1,1,4,18,8,50000,52,50
51,2,1,2,16,29,30122,52,50
45,1,1,2,18,21,150000,52,60
49,2,1,4,5.5,31,19000,52,40
41,1,1,4,12,23,43000,52,40
39,1,1,1,11,21,60632,52,35
53,1,1,4,16,31,45000,52,50
26,1,1,4,11,8,15552,52,40
40,1,2,3,12,22,35000,52,40
40,2,1,3,12,22,18000,52,40
50,2,1,4,16,28,65000,48,40
38,2,2,4,0,20,20000,52,40
52,2,4,4,14,32,50000,52,40
38,2,3,1,14,18,48500,52,40
44,1,1,1,14,24,83160,52,50
45,1,1,1,20,19,150000,52,60
27,2,1,3,12,9,28000,52,40
41,1,1,3,18,17,404469,52,80
29,2,2,3,12,11,42000,52,40
26,1,2,3,12,8,35000,52,40
38,1,1,3,12,20,28000,52,40
39,2,1,3,16,17,36000,52,40
34,1,2,3,14,14,40000,52,40
39,2,5,3,14,19,8000,32,32
36,1,1,3,12,18,35000,52,50
38,1,2,3,12,20,33800,52,40
49,2,1,3,18,25,30000,52,45
40,2,2,3,12,22,26000,52,40
44,1,5,3,14,24,71500,52,50
40,1,5,4,14,20,33000,52,30
33,2,5,4,18,9,22000,52,45
47,1,4,4,14,27,35000,52,40
54,2,5,4,12,36,34000,52,40
29,2,2,2,12,11,36000,52,40
46,2,1,2,18,22,57000,52,40
37,2,1,2,16,15,60000,50,45
43,1,1,2,14,23,20000,52,32
45,2,1,2,12,27,55000,52,55
42,2,1,2,12,24,26000,50,40
51,2,1,2,14,31,16500,52,40
46,1,1,2,14,26,175000,50,48
30,1,1,2,16,8,32208,52,40
41,2,1,2,14,21,38000,52,40
52,2,1,2,14,32,41000,52,40
45,2,1,2,16,23,60000,52,40
52,2,2,2,14,32,17680,44,40
37,1,2,2,14,17,44000,52,60
49,1,1,2,12,31,17000,52,40
39,2,1,3,12,21,18000,52,45
41,1,2,3,14,21,40000,52,56
45,2,1,3,12,27,600,1,10
39,1,1,3,14,19,15500,31,40
49,1,2,3,7.5,31,63000,52,40
42,2,1,1,12,24,15000,45,32
51,2,1,1,16,29,3360,48,10
40,1,1,3,18,16,134988,52,50
39,2,1,3,12,21,20000,26,20
32,2,2,3,14,12,48000,52,45
43,2,1,1,18,19,62000,52,45
41,1,1,1,18,17,200000,52,50
49,1,1,1,14,29,48000,52,50
35,1,1,2,16,13,60000,52,45
43,1,1,2,14,23,35000,52,42
28,1,1,2,14,8,36000,52,40
39,2,1,2,14,19,18500,52,20
54,1,1,3,12,36,66000,52,40
45,2,1,3,16,23,27000,52,45
26,2,2,3,10,8,11000,52,40
45,2,1,2,14,25,5000,52,25
36,2,1,2,16,14,2600,25,4
43,2,1,2,14,23,50000,52,45
33,2,1,2,14,13,23000,47,38
28,1,1,2,16,6,38500,52,38
43,1,1,2,16,21,145000,52,40
30,2,1,2,16,8,30000,52,40
42,1,4,4,14,22,33600,52,40
46,2,2,4,12,28,3000,12,35
28,2,3,4,14,8,23400,52,40
41,1,3,4,14,21,60000,52,40
38,2,1,4,16,16,62000,52,40
41,2,1,4,16,19,8330,52,24
36,2,1,4,18,12,45600,52,40
46,1,1,1,16,24,70000,52,50
39,1,1,1,12,21,44500,52,40
46,2,1,1,14,26,40000,52,30
46,1,1,1,16,24,100000,52,50
33,1,1,1,14,13,28000,52,40
50,2,4,1,14,30,18000,36,40
48,1,1,1,12,30,47000,52,40
26,2,2,1,16,4,40000,52,40
33,1,4,1,16,11,65000,52,40
32,2,2,1,18,8,39000,52,40
32,1,4,1,12,14,17000,52,50
46,2,1,1,16,24,55000,52,42
49,2,1,1,18,25,150000,52,45
50,1,1,1,18,26,158000,52,50
51,2,1,1,14,31,16000,50,28
53,2,1,1,18,29,6600,22,20
42,1,1,3,14,22,39000,52,40
28,1,3,3,14,8,40000,52,80
40,1,1,3,14,20,30000,52,40
44,2,1,3,10,26,16000,52,35
32,1,1,3,12,14,30000,52,40
41,2,1,2,16,19,42000,52,40
37,2,1,2,14,17,19500,52,40
50,1,1,2,14,30,87000,52,50
39,2,1,2,14,19,15000,52,30
36,1,1,2,16,14,30000,52,60
45,2,1,2,14,25,15000,50,25
44,2,1,2,12,26,31500,52,40
32,1,2,2,16,10,920,52,40
39,1,1,2,12,21,35000,52,40
47,2,1,2,10,29,17000,52,40
39,1,5,3,14,19,27000,52,40
48,2,2,3,18,24,24500,52,47
33,2,1,3,12,15,18000,52,40
51,2,1,4,14,31,34000,40,24
43,2,1,4,12,25,28000,52,40
38,1,1,1,18,14,65000,52,40
44,1,1,1,18,20,65000,52,40
37,1,2,1,12,19,75000,52,50
31,1,1,1,12,13,40000,52,40
44,2,1,1,16,22,30000,52,26
39,1,1,1,14,19,33500,17,60
31,2,1,3,12,13,39000,52,37
32,2,2,3,9,14,19000,52,50
39,1,1,3,14,19,39000,52,70
30,2,1,2,14,10,36500,52,36
44,2,1,2,12,26,19000,52,40
41,2,1,2,14,21,10000,52,16
43,1,3,2,14,23,13000,52,40
37,1,1,3,11,19,2000,6,40
42,1,1,3,16,20,75000,52,55
36,1,1,3,12,18,45000,52,40
47,2,1,3,14,27,16000,36,50
41,2,1,3,12,23,10000,40,20
31,1,1,3,18,7,65000,52,50
28,1,4,4,18,4,50000,52,40
27,2,1,4,14,7,16000,52,38
25,2,1,4,12,7,3400,40,16
30,1,5,4,14,10,25792,50,43
44,2,1,1,12,26,14560,52,40
45,2,1,1,16,23,61000,52,32
52,2,3,1,18,28,14000,30,30
46,2,1,1,16,24,28500,52,25
48,2,1,3,16,26,38000,52,32
28,1,1,3,16,6,26000,52,45
34,2,2,3,14,14,23700,52,40
31,1,1,4,12,13,45000,52,60
30,1,1,3,14,10,60000,52,40
47,2,1,3,12,29,65000,52,40
50,1,2,2,12,32,42000,52,40
32,1,1,2,12,14,70000,52,50
42,2,1,2,14,22,50000,52,50
50,1,1,2,12,32,18440,52,40
51,2,1,4,14,31,45000,52,40
45,2,1,4,18,21,70000,52,40
53,2,3,4,18,29,75853,44,40
45,1,2,3,14,25,15000,12,20
32,2,2,3,14,12,12500,52,25
39,2,2,3,12,21,5000,38,24
41,2,1,3,11,23,9360,52,30
48,1,4,4,16,26,48000,52,40
43,1,1,4,18,19,150000,52,45
49,2,2,4,12,31,20000,52,40
49,2,1,4,12,31,72000,52,40
52,2,2,4,14,32,38000,52,40
46,1,2,4,16,24,35000,52,40
47,2,2,4,16,25,31000,52,40
37,2,4,4,18,13,43000,52,40
33,1,1,4,18,9,40000,52,45
38,1,1,4,12,20,32000,52,56
39,1,2,1,14,19,21000,35,40
47,1,2,3,12,29,27000,52,40
38,2,1,3,14,18,30000,52,40
38,2,2,3,14,18,51000,52,32
29,2,1,3,14,9,14000,13,40
48,1,1,3,14,28,404469,52,70
28,1,4,3,18,4,5000,26,26
46,2,1,3,14,26,12000,52,40
40,1,1,3,14,20,21500,52,40
37,1,1,4,18,13,53300,44,50
41,1,1,4,12,23,60000,52,40
36,1,1,4,12,18,43000,52,40
51,2,1,4,14,31,28000,52,34
37,1,2,2,14,17,12500,26,45
27,1,1,2,14,7,20080,52,40
35,2,1,2,12,17,31500,52,35
43,1,1,2,12,25,4000,8,47
43,2,1,2,16,21,6600,48,10
37,1,1,2,14,17,29000,52,40
36,1,1,2,14,16,61360,52,40
40,1,1,2,20,14,60000,52,55
41,1,1,2,12,23,13600,30,40
38,2,1,2,18,14,30000,52,40
40,2,1,2,14,20,16012,52,48
42,1,1,3,12,24,36400,52,40
52,1,2,3,12,34,27000,52,40
40,2,1,3,16,18,70000,52,40
28,2,1,3,14,8,32000,52,50
33,2,1,3,12,15,9600,52,35
46,2,1,1,16,24,10000,39,20
53,1,1,1,14,33,53000,52,40
25,1,1,1,16,3,28500,52,40
53,2,2,2,14,33,60000,52,40
48,2,1,2,12,30,7800,52,20
40,1,1,2,12,22,39000,52,40
38,2,1,2,16,16,33000,48,25
47,1,2,3,12,29,15000,52,25
30,1,2,3,14,10,15000,50,40
38,1,1,2,12,20,21000,52,60
35,2,1,2,16,13,39048,52,40
34,2,1,2,14,14,45000,52,5
31,1,5,2,10,13,22000,52,40
49,1,1,1,14,29,60000,52,45
48,1,1,1,14,28,86000,52,40
31,2,1,1,16,9,56000,52,40
52,1,1,1,18,28,150000,52,50
47,2,1,1,18,23,35000,35,32
42,1,1,1,18,18,404469,52,60
46,1,1,1,18,22,43000,52,33
30,1,1,1,20,4,21000,26,50
33,1,1,3,14,13,50000,52,65
32,2,1,2,12,14,26780,52,40
43,2,1,2,14,23,13000,52,25
32,1,4,2,18,8,75000,51,40
41,1,1,2,12,23,42000,52,45
48,1,1,2,12,30,70000,52,50
30,1,1,2,12,12,20800,52,40
33,2,1,4,18,9,50400,52,40
35,2,1,1,14,15,2700,26,18
54,1,1,1,18,30,75000,52,60
39,2,1,1,12,21,1600,40,6
25,1,1,1,14,5,24000,52,40
36,2,1,1,12,18,11000,49,38
30,2,1,2,16,8,26000,30,40
31,2,1,3,14,11,10000,44,40
32,1,1,3,14,12,30000,52,40
40,2,1,3,14,20,26000,52,45
41,1,2,3,12,23,65600,52,40
49,1,4,3,12,31,14100,47,50
44,2,1,4,12,26,1760,22,15
25,1,1,4,14,5,16000,52,45
26,2,1,4,12,8,11000,44,24
34,2,1,1,16,12,50000,52,40
50,1,1,1,14,30,70000,52,38
26,2,1,1,12,8,336,4,12
44,1,1,3,16,22,46000,52,37
25,1,5,4,12,7,30000,52,36
38,2,1,4,14,18,54000,52,36
41,2,1,4,14,21,55000,52,40
36,1,1,3,14,16,32000,51,42
42,2,1,3,16,20,33000,52,52
29,2,1,2,14,9,30000,52,40
45,1,1,2,14,25,30000,26,84
48,2,1,2,14,28,69000,51,40
42,1,1,3,14,22,31000,52,50
26,1,2,3,9,8,10100,35,40
32,1,5,4,12,14,49680,50,44
32,2,4,4,12,14,21000,52,40
37,2,1,3,14,17,32000,52,40
33,2,1,3,14,13,12000,52,20
34,1,4,4,18,10,140000,52,40
48,1,1,4,16,26,150000,52,50
52,1,4,4,14,32,65000,52,40
27,1,4,4,16,5,55000,52,50
47,1,1,1,18,23,90000,52,50
40,2,2,3,14,20,20000,52,50
43,1,1,3,16,21,60000,52,40
43,1,1,3,12,25,40000,52,45
34,1,2,3,12,16,42000,52,40
35,2,1,3,12,17,43000,52,42
26,1,1,3,12,8,63000,52,40
37,2,1,3,16,15,90001,52,40
50,1,1,3,16,28,96000,52,80
46,2,1,3,16,24,62316,52,80
38,1,1,4,16,16,60000,52,40
41,2,1,4,16,19,100000,52,50
46,1,1,4,10,28,27000,30,50
50,1,1,2,20,24,404469,52,65
30,1,4,2,14,10,30000,52,40
49,2,1,2,18,25,54000,52,40
36,2,4,2,20,10,42000,52,50
44,1,1,2,12,26,25027,52,40
39,2,1,2,16,17,5078,36,20
33,1,1,3,12,15,37030,52,40
46,1,1,3,11,28,32000,52,40
32,2,1,1,7.5,14,10000,52,30
47,2,4,2,16,25,48000,52,40
38,1,5,2,12,20,70000,52,40
35,2,1,2,16,13,38000,52,45
35,1,1,3,11,17,30000,48,60
44,2,1,3,14,24,34000,52,40
43,1,1,2,16,21,32500,52,60
36,2,1,2,18,12,58000,52,40
53,1,1,2,14,33,60000,52,40
34,2,1,2,14,14,13000,52,42
43,2,1,1,12,25,18000,52,20
39,2,1,1,12,21,24000,52,40
34,1,1,4,16,12,175000,52,45
43,1,1,4,16,21,76000,52,35
34,1,2,1,12,16,24000,35,40
31,2,1,1,12,13,21840,26,40
49,2,2,1,11,31,15000,52,40
35,2,2,3,12,17,18000,52,40
42,2,1,3,16,20,2100,7,7
36,1,1,3,14,16,41000,52,40
34,1,1,2,12,16,26000,52,40
45,2,1,2,14,25,23000,52,32
47,1,1,2,16,25,65000,52,40
39,2,1,2,20,13,42000,52,40
40,2,1,2,16,18,140000,52,50
38,1,2,2,12,20,2000,10,40
47,2,1,2,14,27,21000,52,24
33,2,1,1,14,13,43000,52,70
38,1,1,1,12,20,50000,52,40
52,1,1,1,18,28,58000,52,49
29,2,1,1,14,9,85000,52,70
32,1,1,1,16,10,30000,44,50
38,1,1,1,5.5,20,31000,52,40
49,2,1,3,12,31,13225,20,40
36,2,1,3,16,14,17000,52,40
33,1,1,3,12,15,35000,48,60
36,1,1,3,14,16,27792,36,40
43,2,2,3,18,19,50000,52,40
33,1,1,3,16,11,57000,52,40
46,2,1,1,16,24,15000,35,20
28,1,1,1,12,10,45000,44,55
44,2,1,3,18,20,190000,52,45
42,1,1,3,18,18,404469,52,50
47,1,1,3,12,29,42000,52,40
49,2,2,3,12,31,21840,52,40
40,1,1,4,16,18,144000,52,50
43,2,1,4,16,21,70000,52,30
29,2,1,4,12,11,14000,34,36
30,1,4,4,16,8,70000,52,55
45,1,1,2,12,27,70000,52,45
52,2,1,2,12,34,25000,52,40
53,1,2,3,12,35,36000,52,40
43,1,1,4,12,25,89000,52,40
48,1,1,4,18,24,80000,52,50
41,2,1,3,12,23,32000,52,40
51,2,4,4,16,29,22000,28,40
31,2,2,4,16,9,36000,52,40
39,2,4,4,14,19,45000,52,40
37,2,1,4,12,19,22880,52,40
35,1,1,4,16,13,130000,52,60
52,2,1,4,14,32,12037,16,40
45,2,1,1,16,23,50000,52,40
44,2,1,1,14,24,55000,52,40
52,1,1,1,16,30,126000,52,60
29,2,1,1,14,9,17000,52,35
46,1,1,1,16,24,120000,52,45
25,1,1,3,14,5,89000,52,30
37,2,2,3,12,19,50960,52,40
43,2,2,3,12,25,28000,52,40
50,1,1,3,12,32,36500,52,40
43,1,1,3,12,25,136000,52,60
32,2,2,3,14,12,52000,52,40
40,1,2,3,16,18,55000,52,40
34,2,1,4,16,12,56500,52,40
46,2,4,4,14,26,30000,52,40
40,2,4,4,18,16,27000,28,40
54,1,2,2,14,34,24000,48,40
47,2,1,2,12,29,14000,36,38
43,1,1,2,16,21,100000,52,60
41,1,1,2,16,19,75000,52,40
40,2,1,2,12,22,16000,52,36
40,2,1,2,12,22,19500,52,40
53,2,1,3,18,29,58000,52,40
50,2,1,3,18,26,46100,39,46
43,2,1,3,16,21,23941,52,45
44,2,1,1,16,22,7560,35,18
44,2,1,3,12,26,34200,52,40
39,1,1,3,14,19,45000,52,50
40,2,1,3,12,22,500,4,5
45,2,1,3,16,23,24000,40,50
42,1,1,1,16,20,75000,52,50
54,1,1,1,16,32,120000,52,45
47,1,1,2,12,29,85000,52,46
39,1,1,2,12,21,30000,52,40
35,1,1,2,16,13,120000,52,40
53,1,1,2,12,35,57000,52,40
40,1,1,2,12,22,40000,52,40
36,2,1,3,16,14,27300,52,45
44,1,1,1,16,22,64000,52,52
35,1,2,1,14,15,57453,52,40
53,2,2,1,14,33,25500,52,40
47,1,1,1,18,23,160000,52,50
43,2,3,4,12,25,8000,52,40
41,1,1,1,16,19,70000,52,40
43,1,4,1,12,25,42000,52,40
37,1,1,1,16,15,70000,52,45
50,2,1,1,14,30,72000,48,50
34,1,1,3,12,16,20000,52,40
28,1,1,2,16,6,35000,39,40
25,1,1,3,14,5,47399,52,45
43,2,1,4,12,25,24000,52,40
43,1,1,1,18,19,80000,52,45
42,1,1,1,12,24,45000,52,50
25,1,1,1,18,1,40000,52,40
36,2,1,1,12,18,8000,52,40
38,1,1,1,12,20,1200,8,24
47,2,2,3,16,25,31000,52,40
46,2,1,2,16,24,28000,36,36
54,1,1,3,18,30,130000,52,50
35,2,1,3,11,17,37440,52,40
41,2,1,3,12,23,14000,52,40
25,1,2,3,14,5,10000,52,40
33,1,1,4,14,13,45000,52,40
41,2,1,4,16,19,42000,40,40
32,2,1,3,12,14,42000,52,40
37,2,1,3,12,19,63000,52,40
29,1,2,3,14,9,15000,40,20
45,1,1,4,18,21,18400,52,40
49,1,1,4,12,31,117000,52,57
48,1,1,3,12,30,37000,52,40
52,2,1,4,18,28,70000,40,50
28,2,1,3,12,10,20000,52,37
47,1,4,3,7.5,29,15000,52,56
45,1,3,4,12,27,38000,45,40
32,2,5,4,12,14,46000,52,48
39,1,1,4,12,21,16500,52,40
40,2,1,4,12,22,5902,42,15
31,2,1,4,14,11,5640,44,32
28,1,1,4,11,10,20800,52,40
53,2,1,4,12,35,50000,52,40
39,1,4,4,16,17,16457,52,40
34,1,1,4,14,14,46800,52,60
48,2,1,4,14,28,49000,52,40
34,2,1,4,14,14,45000,52,40
34,1,1,4,16,12,22000,52,40
49,1,1,4,16,27,23000,52,40
40,1,1,4,16,18,145000,52,40
37,2,1,4,16,15,30000,52,28
52,1,1,3,14,32,18000,52,40
42,1,1,3,12,24,60000,52,40
38,2,1,3,12,20,23000,52,40
37,1,2,3,14,17,27000,52,40
40,1,1,3,12,22,49400,52,40
54,1,4,4,12,36,52000,52,40
46,2,4,4,16,24,54000,52,40
38,1,1,4,14,18,40000,44,40
49,1,1,4,12,31,43000,52,40
43,2,2,2,16,21,84000,36,40
32,2,1,2,7.5,14,23000,52,52
41,1,4,2,16,19,77000,52,40
37,1,1,2,14,17,83000,52,40
51,2,1,2,16,29,40000,52,62
33,1,1,2,14,13,33000,52,50
30,1,1,2,10,12,24000,52,40
37,2,1,2,14,17,37000,14,24
29,2,1,3,14,9,26000,52,40
30,2,1,3,12,12,18000,50,30
50,1,1,3,16,28,75000,52,55
44,2,1,1,12,26,7500,40,23
33,2,1,1,18,9,44000,52,40
33,1,4,3,20,7,180000,52,50
34,1,1,3,18,10,404469,52,65
49,2,1,3,12,31,38000,52,40
39,2,1,2,12,21,33000,52,40
33,1,1,2,12,15,43000,52,52
41,1,1,2,12,23,45000,52,60
38,1,4,2,18,14,130000,52,50
45,2,1,2,12,27,7500,30,24
49,1,2,2,12,31,9600,12,40
44,2,1,2,14,24,48000,52,40
49,2,1,2,18,25,20000,44,25
33,2,1,2,16,11,30000,52,20
50,2,1,3,14,30,12500,52,40
47,1,2,3,12,29,15600,52,40
34,1,1,2,16,12,75000,52,70
41,1,4,2,18,17,404469,52,50
41,1,2,2,14,21,15000,52,40
46,1,1,4,12,28,75000,52,40
45,1,1,2,14,25,38000,52,45
40,2,1,2,14,20,34000,52,30
48,2,1,2,14,28,23000,52,40
42,2,4,4,16,20,55000,52,40
33,2,1,4,9,15,9600,52,20
54,1,4,4,12,36,34000,44,40
43,2,1,1,7.5,25,19500,52,40
39,2,1,1,16,17,18000,52,20
35,1,1,1,20,9,60000,52,80
42,2,1,1,14,22,36200,52,30
45,1,1,2,12,27,20152,12,40
38,1,2,3,18,14,35000,52,40
33,1,1,3,14,13,45000,52,40
33,1,1,4,14,13,26000,52,40
38,2,1,4,14,18,12000,40,40
41,2,4,4,16,19,12000,50,17
30,1,4,1,16,8,180000,52,40
45,1,1,1,12,27,66000,52,45
43,2,1,1,18,19,40000,52,48
34,1,1,1,16,12,36501,52,55
50,1,1,1,18,26,51000,52,40
35,2,2,1,16,13,35000,45,38
43,2,1,1,14,23,25000,52,32
37,1,1,1,14,17,55000,52,45
45,2,1,1,18,21,77000,52,52
31,2,1,1,11,13,10152,36,40
35,1,2,3,16,13,40000,52,40
41,1,2,3,12,23,28000,52,40
54,2,1,3,14,34,40000,52,40
39,2,1,3,14,19,60000,52,40
31,1,1,3,14,11,85000,52,53
47,1,1,3,7.5,29,18000,52,40
44,2,2,3,14,24,14000,52,40
29,2,4,3,14,9,17000,52,40
41,1,1,3,12,23,30000,52,50
28,1,4,3,16,6,28000,52,45
43,1,1,3,14,23,34000,52,52
47,2,1,4,14,27,1500,30,8
32,2,1,4,9,14,10000,52,40
40,1,1,1,16,18,60000,52,50
44,1,2,3,14,24,40000,52,40
37,2,1,4,14,17,40000,52,50
45,1,1,4,18,21,140000,52,40
42,2,4,4,12,24,16342,52,40
37,1,1,2,14,17,98000,52,50
47,1,1,2,12,29,28000,52,40
50,1,1,4,18,26,150000,52,40
41,2,1,4,12,23,24500,44,50
45,1,2,3,10,27,1900,12,40
27,2,1,3,10,9,10152,36,40
34,2,1,4,16,12,49000,40,40
32,1,1,4,14,12,64000,52,60
50,1,1,4,16,28,125000,52,50
45,2,1,4,12,27,26000,52,44
50,1,5,4,12,32,27500,52,40
47,2,1,4,12,29,47000,52,40
35,2,1,3,16,13,29500,52,40
28,1,1,3,12,10,46000,52,70
53,2,1,4,18,29,70000,52,40
48,1,1,4,0,30,10000,52,40
48,2,4,4,16,26,18000,49,40
31,1,1,4,14,11,24000,52,40
40,2,1,4,14,20,44000,52,40
50,2,1,4,12,32,24700,52,40
36,1,1,4,5.5,18,19100,40,50
48,1,1,4,12,30,68000,52,40
29,1,2,4,14,9,45000,52,40
45,2,1,4,14,25,40000,52,55
50,1,1,4,12,32,51000,52,43
37,1,1,4,9,19,22724,52,50
32,1,1,4,16,10,36000,52,40
25,2,2,1,12,7,30450,52,28
37,1,2,3,14,17,35000,52,60
48,1,1,3,20,22,100000,52,40
37,1,1,3,16,15,62000,52,42
34,1,1,3,2.5,16,20000,52,65
51,2,1,3,14,31,18000,25,40
43,1,1,3,18,19,75000,52,55
28,1,1,3,12,10,43000,52,50
44,1,4,4,12,26,32000,52,48
43,2,1,2,12,25,27000,52,40
38,2,1,2,16,16,45000,52,40
48,2,1,2,14,28,40000,52,40
50,1,1,2,14,30,29000,52,40
36,1,1,2,14,16,17000,52,40
30,1,1,2,12,12,26000,52,40
38,1,1,2,18,14,80000,52,40
46,1,1,3,12,28,30000,52,40
49,2,1,3,12,31,17000,52,40
42,1,1,3,12,24,35000,52,40
34,1,1,1,14,14,35000,52,40
38,1,2,3,12,20,55000,48,60
47,2,1,3,11,29,18000,52,40
44,2,1,3,18,20,1040,7,20
36,2,1,3,10,18,30000,52,40
28,1,2,3,16,6,23400,52,40
28,2,1,2,14,8,20000,52,55
44,2,1,2,14,24,24000,52,25
37,1,1,2,16,15,60000,52,50
53,1,1,3,18,29,5000,48,16
27,2,1,3,16,5,1400,4,40
42,2,2,2,12,24,23000,52,20
48,1,1,2,14,28,84000,52,50
40,1,1,4,16,18,79000,52,40
35,2,1,2,16,13,45000,52,40
35,1,1,2,14,15,45000,52,50
32,2,1,2,14,12,25000,52,40
44,1,2,4,14,24,34000,35,35
43,1,1,1,12,25,15000,52,5
34,2,1,1,12,16,25000,52,40
38,2,1,1,14,18,35000,52,40
46,1,2,1,12,28,33800,52,40
41,2,1,1,18,17,37000,52,40
30,2,1,4,16,8,35000,52,24
42,2,1,4,14,22,13000,40,28
27,2,3,4,12,9,15000,52,40
35,2,2,1,10,17,15240,16,40
45,2,2,1,14,25,50000,52,40
28,2,4,1,16,6,65000,52,40
28,1,4,1,18,4,55000,52,40
38,1,1,1,12,20,29500,52,40
35,1,1,1,12,17,14000,26,40
43,1,1,1,12,25,40000,52,40
43,1,4,1,18,19,35000,52,80
45,2,1,3,16,23,23000,40,40
54,2,1,2,16,32,35000,52,45
42,1,1,2,16,20,55000,52,40
42,1,1,2,11,24,12000,52,40
38,2,2,2,12,20,46000,52,40
49,2,2,2,12,31,24500,52,25
40,1,1,1,12,22,16000,44,58
36,1,1,1,14,16,80000,52,40
29,1,1,1,12,11,52000,52,70
47,1,1,1,14,27,45000,52,40
34,2,1,1,14,14,23000,12,40
46,2,1,1,18,22,6500,35,12
38,2,1,3,18,14,25000,40,40
47,2,1,3,16,25,15000,28,40
46,1,1,3,12,28,50000,52,70
31,2,1,2,12,13,17000,52,40
34,2,1,3,12,16,18000,52,27
31,1,2,3,12,13,12000,52,40
54,1,1,3,9,36,29000,52,40
47,2,1,3,20,21,393847,52,55
41,1,1,3,9,23,50000,52,50
39,1,1,3,2.5,21,25000,52,40
26,1,5,3,12,8,40000,52,40
52,1,2,3,14,32,11000,52,40
29,1,1,3,14,9,31000,32,40
43,1,1,3,16,21,84000,42,40
49,1,1,4,14,29,404469,52,60
26,2,1,4,16,4,22000,52,40
52,1,1,1,16,30,50000,52,55
27,2,1,3,2.5,9,10000,52,30
35,1,1,3,16,13,112000,52,40
51,1,1,4,12,33,15600,52,40
39,2,1,4,14,19,20337,52,42
44,2,1,3,10,26,7500,36,40
42,2,1,3,12,24,16000,52,35
29,1,1,2,14,9,60000,52,60
31,2,1,4,16,9,33000,52,40
